wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
4390,1343,1204,198,-5841,1261,-666,-151,-1518,2892,7150,-3205,4182,-15723,-3057,-5930,3001,-18466,-37,-20,67,7931,-231,-127,0.30791789293289185,5.043988227844238,1.5531342029571533,0.0777600109577179
4508,1451,1592,-371,-6193,3920,-948,-10,-1494,3054,6523,-3228,5052,-22780,-3825,-4691,2771,-20178,32,34,0,7912,-208,-189,0.32746821641921997,5.053763389587402,1.6549469232559204,0.07776792347431183
3366,1405,1633,-1956,-8241,5419,-754,35,-884,3322,6934,-3900,4144,-28738,-4609,826,6412,-17367,67,68,-6,7960,-38,-189,0.32746821641921997,5.043988227844238,1.6517457962036133,0.07777580618858337
3042,189,1668,-2692,-11415,2726,-250,137,-118,3305,7791,-4743,1724,-30896,-4835,10018,6658,-13428,24,87,14,7979,124,-69,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07778347283601761
3668,-1745,1769,-3461,-11994,-1497,37,14,479,2894,7790,-5283,307,-29434,-4107,15284,3121,-11144,-30,67,-6,7893,236,27,0.3176930546760559,5.053763389587402,1.6055455207824707,0.07779113948345184
4737,-3387,1758,319,-10232,-4077,51,-234,342,2706,6974,-4997,1907,-25154,-2396,15730,-4462,-6756,-41,3,-10,7804,278,-7,0.3128054738044739,5.053763389587402,1.5808448791503906,0.07779870182275772
5243,-2344,1911,3819,-7005,-2071,211,-347,193,2823,6399,-4223,6561,-22444,-264,13819,-3330,826,-55,-2,-7,7858,344,-133,0.3128054738044739,5.053763389587402,1.5808448791503906,0.0778062641620636
5072,735,2504,4004,-4941,1462,252,-468,473,2432,6252,-3447,8095,-21647,747,12273,1146,6105,-28,27,-1,7936,353,-209,0.3128054738044739,5.053763389587402,1.5808448791503906,0.07781381905078888
4908,1579,3252,808,-3648,3813,58,-1244,911,2004,6520,-2688,8203,-20037,987,14733,2190,12979,258,63,-37,7917,360,-186,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07782164216041565
4791,695,3932,-3138,860,7578,-747,-2101,1451,2246,7255,-1483,3803,-14477,1442,18189,1533,19796,18,76,-63,7853,365,-145,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07782942056655884
4315,-338,3483,-5369,1558,12138,-1238,-1517,1560,1741,7603,-1090,1998,-8001,2370,21049,2303,20868,-34,59,-61,7813,336,-76,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07783720642328262
2595,-719,2502,-6432,-544,18109,-1604,-227,1252,1279,7998,-1682,-11,-2983,2622,23290,1997,16744,-102,97,-11,7866,240,-50,0.3128054738044739,5.043988227844238,1.577787160873413,0.07784473896026611
774,-735,1748,-4740,-2047,18742,-1607,684,869,1361,8058,-2344,881,-88,2090,20833,747,16351,-124,143,59,8025,103,32,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0778525248169899
-1006,-32,896,-2743,-2836,15617,-1422,1451,483,1178,8072,-3227,3408,2049,1204,15796,2455,18535,-118,201,138,8112,108,122,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07786021381616592
-2758,1295,-535,-3492,-4477,11093,-1388,1391,38,1071,7475,-4051,3271,5677,190,13365,4388,18401,-91,229,108,7990,-35,191,0.30791789293289185,5.043988227844238,1.5531342029571533,0.07786764204502106
-3556,1443,-1560,-3875,-5627,8733,-923,464,-768,1189,6268,-4781,1865,10069,-619,11868,4373,16903,-59,205,49,7607,-35,171,0.32746821641921997,5.043988227844238,1.6517457962036133,0.0778755322098732
-4180,922,-2533,-2513,-6665,6195,-273,-439,-1159,1816,6103,-4813,870,14129,-1469,9134,4088,15728,130,39,-71,7529,120,61,0.3128054738044739,5.053763389587402,1.5808448791503906,0.07788306474685669
-4470,753,-2720,-681,-7364,3973,404,-741,-1034,3103,6443,-4475,-49,17066,-2450,6621,3640,13994,229,-117,-126,7676,245,102,0.3128054738044739,5.043988227844238,1.577787160873413,0.07789061963558197
-4396,939,-2536,522,-8843,1292,780,-310,-646,4050,6579,-4442,-849,20648,-4286,6405,3147,10693,203,-175,-141,7892,422,251,0.3128054738044739,5.043988227844238,1.577787160873413,0.07789817452430725
-4148,1113,-2310,173,-9579,37,1057,377,-295,4268,6662,-4742,-2359,23916,-5182,7392,3371,5161,38,-126,-115,8055,483,426,0.3176930546760559,5.053763389587402,1.6055455207824707,0.07790586352348328
-4075,688,-2519,-920,-9496,34,1389,1043,-56,3786,6358,-5148,-3768,25914,-4710,9634,2471,1679,-45,12,-49,8103,461,452,0.3323558270931244,5.053763389587402,1.67964768409729,0.07791387289762497
-4143,202,-2843,-910,-9238,1314,1775,1202,5,3163,6296,-5304,-5603,26695,-3674,10777,2480,-3627,-114,81,39,8012,508,433,0.3128054738044739,5.043988227844238,1.577787160873413,0.07792142033576965
-4453,-76,-3154,-988,-8485,2972,2171,821,289,2143,6595,-4707,-6635,26315,-1168,8060,-201,-8095,-209,106,91,7803,514,427,0.3030303120613098,5.043988227844238,1.528481364250183,0.07792872190475464
-4581,-909,-3088,-664,-7758,3189,2301,378,577,1713,7220,-3904,-3727,24868,763,5930,-2879,-10142,-271,24,139,7726,480,358,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07793638855218887
-4486,-1437,-2672,-277,-6960,3229,2159,57,959,1476,8329,-2997,-1430,22876,1284,4829,-2222,-10902,-304,-46,158,7756,409,225,0.3323558270931244,5.043988227844238,1.6763988733291626,0.07794442027807236
-4406,-1023,-2285,607,-6030,3618,1911,-8,1080,1636,8741,-2548,-2052,20941,2085,2242,857,-12629,-351,-90,154,7768,367,69,0.32746821641921997,5.043988227844238,1.6517457962036133,0.0779523104429245
-4451,-153,-2063,969,-5009,4160,1535,202,1040,1453,8949,-1949,-5849,17374,2921,-2758,1010,-18362,-353,-111,113,7859,256,-127,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07795996218919754
-4422,-269,-1843,906,-4891,3234,1121,491,810,1469,8931,-1439,-4894,10528,1587,-6904,1471,-22303,-314,-84,66,8074,70,-287,0.3128054738044739,5.043988227844238,1.577787160873413,0.07796749472618103
-3345,-914,-688,527,-7718,496,635,882,572,1197,9014,-1179,-980,3273,584,-5687,998,-20780,-231,10,29,8102,-84,-348,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07797515392303467
-2458,-1422,58,1322,-8096,-2940,137,1506,223,1073,8192,-1730,69,-2404,-341,-853,5182,-16300,-140,78,-21,7980,-211,-212,0.3128054738044739,5.043988227844238,1.577787160873413,0.07798268646001816
44,-669,727,2116,-7982,-6253,55,1729,-149,692,7710,-2617,859,-4414,-930,3177,6508,-15339,-85,75,-33,7764,-298,-82,0.3128054738044739,5.053763389587402,1.5808448791503906,0.07799021899700165
1925,-147,844,887,-7324,-5025,-325,810,-710,56,7525,-3440,-118,-7191,-1069,84,5466,-17063,-17,37,-19,7696,-278,62,0.3128054738044739,5.043988227844238,1.577787160873413,0.07799775153398514
3434,570,864,452,-6667,-615,-736,-145,-1002,490,7248,-3320,2361,-11708,-2196,-5975,3040,-20138,30,-66,7,7709,27,70,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07800540328025818
3789,1327,1137,-327,-6109,2280,-1180,-1060,-1181,1879,6783,-3216,5137,-18177,-3612,-8300,2308,-21762,7,-123,12,7853,-212,132,0.3128054738044739,5.043988227844238,1.577787160873413,0.07801294326782227
3503,991,1359,-1807,-7367,4198,-1210,-1492,-1030,2836,7148,-3558,5268,-25238,-4200,158,5983,-18482,6,-100,-4,8027,-109,119,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07802063226699829
3252,181,1428,-1452,-9451,3169,-961,-1505,-480,3939,7924,-4526,3011,-27525,-4560,7799,6553,-12948,55,-43,-36,8059,33,47,0.3128054738044739,5.043988227844238,1.577787160873413,0.07802815735340118
3454,-1298,1413,-1677,-10136,168,-852,-970,-253,4273,7522,-4661,410,-27466,-4454,9806,4945,-10329,112,-3,-97,7969,103,-5,0.3128054738044739,5.053763389587402,1.5808448791503906,0.07803569734096527
3883,-2111,1067,-1155,-10024,-2952,-818,-410,-387,3817,6670,-4535,-481,-26415,-3333,11558,137,-7972,153,-7,-134,7792,141,-64,0.3176930546760559,5.053763389587402,1.6055455207824707,0.07804335653781891
4806,-2258,1167,1608,-8522,-3990,-569,-99,-641,2987,6164,-4143,1845,-22636,-1968,13259,-5142,-4561,266,0,-170,7871,166,-35,0.3323558270931244,5.053763389587402,1.67964768409729,0.0780513808131218
5602,-845,2111,4463,-5419,-466,-402,-77,-519,2508,6506,-3756,4705,-17031,-586,9838,-4453,2279,287,12,-152,7879,208,-3,0.3128054738044739,5.043988227844238,1.577787160873413,0.07805889844894409
5312,1104,2553,3410,-4466,2437,-579,-434,-36,2299,6552,-3188,7654,-18496,319,7875,-2211,6494,229,23,-117,7831,276,94,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07806668430566788
4716,2000,3241,-1534,-4219,5225,-847,-796,270,2449,6586,-2757,7205,-16824,1919,13448,-1906,10447,109,4,-80,7787,284,209,0.3128054738044739,5.043988227844238,1.577787160873413,0.07807421684265137
4334,288,3511,-4396,-1969,8457,-1433,-1239,604,2391,7195,-2084,5683,-14422,3724,17395,-1308,17536,-230,-10,-30,7817,299,284,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07808186113834381
3103,-1715,3345,-3935,418,13860,-2081,-1234,808,2122,7734,-1500,4698,-9440,5292,21556,-1159,23644,-80,-27,0,7876,363,313,0.3128054738044739,5.043988227844238,1.577787160873413,0.0780893862247467
1718,-1426,3174,-3309,42,16451,-2773,-464,837,1970,8267,-1069,4487,-2851,4767,21997,732,25796,-124,-5,34,7915,356,279,0.3176930546760559,5.053763389587402,1.6055455207824707,0.07809706777334213
-583,174,2378,-2600,-2818,14865,-2828,472,783,2131,8461,-1858,4776,3526,3324,18728,3251,24327,-65,25,70,7977,327,208,0.32746821641921997,5.053763389587402,1.6549469232559204,0.07810496538877487
-1928,1586,1287,-4050,-5533,11001,-2563,1243,565,2208,8139,-3368,5353,7638,2108,12864,6261,20857,16,30,75,7959,339,147,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07811260968446732
-2658,1771,-32,-5106,-7642,7641,-1935,1831,-430,1857,6896,-5072,3982,12255,558,7998,9959,17452,55,13,49,7762,399,123,0.3372434079647064,5.043988227844238,1.7010518312454224,0.07812074571847916
-3207,878,-1397,-3800,-9086,4987,-1236,1373,-1205,912,6002,-6018,1075,15727,-1126,5035,10416,14434,75,-11,-2,7711,337,107,0.32258063554763794,5.043988227844238,1.627092957496643,0.07812853157520294
-3431,430,-1916,-1425,-9931,2931,-97,-408,-1266,2139,5863,-5589,574,18607,-3965,2349,7808,12408,144,-19,-38,7852,208,123,0.32746821641921997,5.043988227844238,1.6517457962036133,0.07813642919063568
-3233,844,-2098,549,-11006,-17,659,-612,-899,3652,6356,-5027,2065,20927,-6472,2173,5566,7799,229,-42,-80,7986,167,227,0.3176930546760559,5.053763389587402,1.6055455207824707,0.07814408838748932
-3120,2051,-2198,152,-11148,-847,1296,896,-408,4773,6297,-5389,2299,22913,-8640,4004,3838,3101,172,-61,-93,7961,168,354,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07815186679363251
-3408,3668,-3174,-1540,-10291,31,1769,2063,-295,4219,5929,-5755,1332,23395,-8425,5454,1961,-969,121,-58,-76,7881,101,520,0.32258063554763794,5.043988227844238,1.627092957496643,0.07815966010093689
-3687,3789,-4085,-2666,-9672,1217,2541,1973,-112,2272,6151,-5233,-203,23273,-6561,6247,1237,-3746,31,-36,-19,7807,67,433,0.30791789293289185,5.043988227844238,1.5531342029571533,0.07816709578037262
-3918,2566,-4671,-2842,-8506,2798,2925,909,251,1220,6950,-4221,-2995,22653,-4482,4869,-1017,-6231,33,-33,30,7857,-53,232,0.3128054738044739,5.043988227844238,1.577787160873413,0.0781746581196785
-3909,-732,-4284,-2428,-6945,2514,2803,-258,616,1077,8045,-3172,-5002,20903,-2780,4439,-2186,-8186,-32,-45,82,7816,5,126,0.3128054738044739,5.043988227844238,1.577787160873413,0.07818219810724258
-3847,-3441,-3774,-924,-5997,1899,2301,-1039,945,2116,8124,-2422,-6162,18858,-698,4281,-1544,-10077,-121,-72,100,7831,146,56,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07818985730409622
-3624,-4500,-2556,2880,-5087,2392,2116,-985,973,2650,7826,-2051,-6542,16862,857,2445,-377,-13179,-264,-86,109,7881,296,-5,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07819750159978867
-3419,-3252,-1812,2354,-4653,1323,1734,-331,785,2827,7595,-1097,-5743,14894,-2,-3265,-2975,-16285,-334,-66,98,7912,367,-68,0.3176930546760559,5.043988227844238,1.6024399995803833,0.0782051533460617
-3165,-2044,-1265,751,-7093,-274,1485,686,390,2260,7734,-758,-3406,7963,1051,-3576,168,-19891,-356,-32,84,7936,417,-163,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07821281254291534
-1687,-1783,-213,1710,-7913,-812,1302,1821,-133,708,9146,-820,-1190,1161,920,-4539,1648,-21673,-268,2,36,7916,350,-174,0.3176930546760559,5.053763389587402,1.6055455207824707,0.07822047173976898
-123,-1,426,2259,-8313,-1504,914,1814,-254,16,9937,-1707,2328,-2390,-252,-938,2627,-19081,-171,-7,-11,7859,232,-137,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07822825014591217
1153,834,1142,1492,-7843,-1614,105,1277,-194,130,9617,-2651,2370,-2260,-902,-3520,7429,-12637,-20,-32,-30,7945,101,-68,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07823590934276581
2323,649,1506,-534,-6538,-475,-430,862,-317,474,8598,-2747,4,-8189,-2055,-6339,5389,-14497,17,-19,-13,7932,30,-56,0.30791789293289185,5.043988227844238,1.5531342029571533,0.07824332267045975
2993,-91,1599,-870,-6953,866,-905,108,-639,724,7598,-2574,1551,-12329,-2820,-4484,2006,-16312,-14,3,1,7841,-127,-42,0.3128054738044739,5.043988227844238,1.577787160873413,0.07825084775686264
3490,217,1608,-1253,-6303,2006,-1262,-961,-958,1679,6611,-3188,3889,-17992,-3639,-6292,3241,-16646,-59,3,9,7755,-221,30,0.3128054738044739,5.043988227844238,1.577787160873413,0.07825837284326553
3407,1097,1339,-1771,-7115,3584,-1177,-1278,-909,2470,6641,-3972,4394,-21170,-3879,-716,5035,-14731,-116,-51,23,7763,-178,115,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07826618105173111
2970,1046,1109,-1674,-8445,3537,-983,-1194,-538,3348,7404,-4487,3423,-23327,-4505,2009,7394,-10482,-137,-93,23,7888,-60,131,0.3128054738044739,5.043988227844238,1.577787160873413,0.0782737210392952
2834,-136,1015,-2617,-9710,1699,-903,-903,-145,3766,7524,-4412,1106,-25855,-4911,4197,6235,-7425,-115,-50,24,8046,14,77,0.3176930546760559,5.053763389587402,1.6055455207824707,0.07828138768672943
3156,-1308,657,-3102,-10190,-1046,-815,-492,6,3303,6880,-4279,-1363,-24611,-4354,8525,2717,-7083,45,49,-10,8094,12,4,0.32746821641921997,5.053763389587402,1.6549469232559204,0.07828927785158157
3946,-2256,591,318,-9201,-1865,-641,-169,-124,2792,6464,-4323,173,-22903,-3500,8467,-2867,-5499,172,102,-57,7960,-15,-38,0.32258063554763794,5.043988227844238,1.627092957496643,0.07829705625772476
4365,-1622,878,3472,-7808,-361,-222,-229,-99,2526,6314,-3900,4930,-21282,-2454,8925,-5082,-2712,245,75,-86,7780,41,-58,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07830485701560974
4420,753,1295,4752,-6439,768,-73,-496,52,2482,6537,-3192,8819,-19463,-1445,9526,-890,3643,292,45,-109,7756,146,-67,0.3128054738044739,5.053763389587402,1.5808448791503906,0.07831241190433502
4167,3171,2321,2066,-5753,1736,-119,-909,217,2455,6823,-2631,9085,-18370,-216,8923,785,9608,292,-7,-69,7758,260,-52,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07832006365060806
4336,2522,2753,-1383,-3821,2806,-528,-1291,455,2403,7167,-2123,7585,-14886,920,10322,2362,13853,264,-38,-39,7877,337,-43,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07832784205675125
4497,186,2942,-3652,-1887,5782,-862,-1263,574,2243,7149,-1965,2440,-11521,1568,11109,2602,16886,176,-23,-27,7932,309,28,0.3176930546760559,5.053763389587402,1.6055455207824707,0.07833552360534668
4295,-1068,2532,-4529,-1857,9258,-1128,-682,494,1837,7133,-2555,518,-7518,2285,14488,1277,15931,137,-3,-45,7907,362,170,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07834317535161972
3034,-1689,1900,-4110,-2777,14314,-1197,95,318,1953,7197,-2923,244,-4340,2346,16529,1368,14975,108,-8,-54,7841,378,338,0.3128054738044739,5.053763389587402,1.5808448791503906,0.0783507376909256
1677,-1481,1369,-3100,-2523,15468,-1215,637,157,1408,8300,-2629,855,-976,2099,18234,390,17572,72,-9,-25,7918,332,380,0.3128054738044739,5.043988227844238,1.577787160873413,0.07835828512907028
188,-727,850,-2362,-2427,14393,-1411,524,8,1159,8945,-2425,1631,2051,1691,16536,906,20316,74,28,35,8062,287,267,0.3128054738044739,5.043988227844238,1.577787160873413,0.07836582511663437
-1438,271,137,-2532,-4120,11210,-1725,328,-400,1361,7904,-2935,1487,6997,787,13313,2729,19563,106,66,39,8036,204,119,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07837361097335815
-2196,152,-466,-3185,-5673,8559,-1503,57,-713,1935,6708,-3403,-779,11730,429,11076,3895,17865,124,99,17,7771,122,16,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07838138937950134
-2759,-730,-1014,-2475,-6916,6014,-967,-139,-1068,2616,6294,-3844,-3202,15698,541,7270,4108,16159,135,46,-5,7585,89,68,0.32258063554763794,5.053763389587402,1.6302461624145508,0.07838918268680573
-2921,-1499,-988,-1419,-8112,4544,-151,-156,-1100,3188,6603,-4400,-5128,17633,114,5735,3950,13038,156,-22,-3,7649,85,242,0.3176930546760559,5.043988227844238,1.6024399995803833,0.07839684188365936
